Original Order,Name,Title,Company,Youtube URL,Company Website,Source,Domain Notes,Confidence,LinkedIn Search URL,Employment Verified,Verification Source,Verified At
330,Matthew Morgan,CMO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to,https://www.druva.com/,https://www.druva.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Matthew%20Morgan%20Druva,no,,
331,Jaspreet Singh,CEO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to,https://www.druva.com/,https://www.druva.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Jaspreet%20Singh%20Druva,no,,
334,David Gee,CMO,Zuora,https://www.youtube.com/watch?v=tx1L51WXrc0,https://www.zuora.com:443/,https://www.zuora.com:443/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=David%20Gee%20Zuora,no,,
336,Itamar Ankorion,CMO,Attunity,https://www.youtube.com/watch?v=eUccjH2UYCU,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Itamar%20Ankorion%20Attunity,no,,
337,Arvind Rajagopalan,Director - Global Technology Services,Verizon,https://www.youtube.com/watch?v=eUccjH2UYCU,https://www.verizon.com,https://www.verizon.com,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Arvind%20Rajagopalan%20Verizon,no,,
338,David Hseih,CMO,Qubole,https://www.youtube.com/watch?v=R666aLzZWT4,https://www.qubole.com/,https://www.qubole.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=David%20Hseih%20Qubole,no,,
339,Matt Howard,Executive VP & CMO,Sonatype,https://www.youtube.com/watch?v=R01xef1dYAg,https://www.sonatype.com/,https://www.sonatype.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Matt%20Howard%20Sonatype,no,,
341,Jeremy Burton,CMO,Dell,https://www.youtube.com/watch?v=O7dYr7XP_dA,https://www.dell.com/en-in,https://www.dell.com/en-in,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Jeremy%20Burton%20Dell,no,,
343,Laura Ipsen,GM and SVP of Oracle Marketing Cloud,Oracle,https://www.youtube.com/watch?v=EsYl_Txwhac,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Laura%20Ipsen%20Oracle,no,,
344,Kristen O'Hara,Chief Marketing Officer for Global Media,Time Warner,https://www.youtube.com/watch?v=EsYl_Txwhac,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Kristen%20O%27Hara%20Time%20Warner,no,,
350,Ben Parr,Co-Founder & CMO,Octane AI,https://www.youtube.com/watch?v=riKER3eQixs,https://octaneai.com/,https://octaneai.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Ben%20Parr%20Octane%20AI,no,,
351,Manish Gupta,Chief Marketing Officer,Redis Labs,https://www.youtube.com/watch?v=gCaYy-kYSeA,https://redis.io/,https://redis.io/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Manish%20Gupta%20Redis%20Labs,no,,
353,Bobby Patrick,CMO,HPE Cloud,https://www.youtube.com/watch?v=RULJUGmz44k,https://www.hpe.com/us/en/home.html,https://www.hpe.com/us/en/home.html,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Bobby%20Patrick%20HPE%20Cloud,no,,
354,Randy Arseneau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Eg3NCDVAITs,https://www.infinidat.com/en,https://www.infinidat.com/en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Randy%20Arseneau%20INFINIDAT,no,,
358,Marie Hattar,CMO,Ixia,https://www.youtube.com/watch?v=22sAY8oHcBo,https://www.ixia.com/,https://www.ixia.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Marie%20Hattar%20Ixia,no,,
361,Steve Pao,CMO,Igneous Systems,https://www.youtube.com/watch?v=cVhBBBLGFb8,https://www.rubrik.com/blog/company/20/12/rubrik-expands-unstructured-data-management-capabilities-with-igneous,https://www.rubrik.com/blog/company/20/12/rubrik-expands-unstructured-data-management-capabilities-with-igneous,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Steve%20Pao%20Igneous%20Systems,no,,
369,Randy Arsenau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0,https://www.infinidat.com/en,https://www.infinidat.com/en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Randy%20Arsenau%20INFINIDAT,no,,
370,Steve Kenniston,VP of Product Marketing,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0,https://www.infinidat.com/en,https://www.infinidat.com/en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Steve%20Kenniston%20INFINIDAT,no,,
